filename,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Alex_image_five_44.jpg,0.4249383211135864,0.7472101449966431,3.969674651216337e-07,0.40883344411849976,0.6938371658325195,0.004543627612292767,0.4018956422805786,0.6443012952804565,-0.0015192911960184574,0.38721323013305664,0.6128734350204468,-0.009016679599881172,0.3595028519630432,0.6062397956848145,-0.01898602955043316,0.45167991518974304,0.5804305076599121,-0.022433429956436157,0.47010287642478943,0.5008766651153564,-0.034530725330114365,0.4826471209526062,0.45205387473106384,-0.041358161717653275,0.49171361327171326,0.41344910860061646,-0.04646575450897217,0.4749550223350525,0.594936728477478,-0.03580104559659958,0.5054394006729126,0.5117777585983276,-0.0485227145254612,0.5250261425971985,0.454786479473114,-0.05926213040947914,0.540327250957489,0.40775516629219055,-0.06675826758146286,0.49544739723205566,0.6286486983299255,-0.04745987430214882,0.5505053400993347,0.5780136585235596,-0.06532945483922958,0.5863908529281616,0.5402334332466125,-0.08329566568136215,0.6130759119987488,0.5075700283050537,-0.09507210552692413,0.5118521451950073,0.6735356450080872,-0.05688481032848358,0.5685449838638306,0.6708946228027344,-0.0748606026172638,0.6012651920318604,0.6697214245796204,-0.08487065881490707,0.6269668936729431,0.6654601693153381,-0.09086963534355164
Alex_image_five_53.jpg,0.4360978603363037,0.6494677066802979,5.775906970484357e-07,0.4210599362850189,0.667005181312561,-0.05353032052516937,0.40844395756721497,0.6857883930206299,-0.09775026142597198,0.4168294072151184,0.7312959432601929,-0.13506564497947693,0.42892467975616455,0.7764772176742554,-0.1732623279094696,0.4145849049091339,0.6033599376678467,-0.10539062321186066,0.4815153479576111,0.609935998916626,-0.14026415348052979,0.5134269595146179,0.6238792538642883,-0.15754804015159607,0.5442095994949341,0.6393933892250061,-0.1688794046640396,0.44425326585769653,0.5950796008110046,-0.09727723896503448,0.5296025276184082,0.632733941078186,-0.14085514843463898,0.5728386044502258,0.6787423491477966,-0.157719686627388,0.60753333568573,0.7163411378860474,-0.16659295558929443,0.46934425830841064,0.5922256708145142,-0.09004317224025726,0.5478223562240601,0.6228638887405396,-0.1289737969636917,0.5959818959236145,0.660068154335022,-0.1443008929491043,0.6342233419418335,0.6896035075187683,-0.15032637119293213,0.48917362093925476,0.5913569927215576,-0.08593247830867767,0.5338418483734131,0.5900234580039978,-0.11139574646949768,0.5682583451271057,0.6004784107208252,-0.12101235240697861,0.6023876667022705,0.6113919019699097,-0.12692038714885712
Alex_image_five_6.jpg,0.45250317454338074,0.6943715214729309,9.97068923425104e-07,0.5133445858955383,0.7460594773292542,-0.049644146114587784,0.5798438191413879,0.7878380417823792,-0.0829535499215126,0.6279690265655518,0.8460336327552795,-0.11296842992305756,0.6578222513198853,0.9096829891204834,-0.14305232465267181,0.640544593334198,0.6176322102546692,-0.054665543138980865,0.723119854927063,0.5855242013931274,-0.08568167686462402,0.7699869871139526,0.5615074634552002,-0.10990729182958603,0.8108504414558411,0.5360946655273438,-0.127970352768898,0.6155067086219788,0.5510666370391846,-0.053022973239421844,0.6948128342628479,0.5014652013778687,-0.07924818247556686,0.745120644569397,0.4706966280937195,-0.09966964274644852,0.7864139080047607,0.4439930319786072,-0.11445323377847672,0.5736756324768066,0.5069952011108398,-0.05683763697743416,0.6295197010040283,0.42563188076019287,-0.08391597121953964,0.6639747619628906,0.37713414430618286,-0.10654555261135101,0.6956908702850342,0.3393274247646332,-0.12144356220960617,0.5204178690910339,0.4873464107513428,-0.06489688158035278,0.5378203988075256,0.41258057951927185,-0.08994320780038834,0.5494762063026428,0.3632175326347351,-0.10351096838712692,0.5684841871261597,0.3186379075050354,-0.11207860708236694
Alex_image_five_60.jpg,0.4827301502227783,0.6349170207977295,1.9111064375465503e-07,0.5290299654006958,0.5965415239334106,-0.022269709035754204,0.5616306662559509,0.544043779373169,-0.03447776660323143,0.5924222469329834,0.5075668096542358,-0.04669050872325897,0.6220158934593201,0.49600809812545776,-0.06015889719128609,0.4967379868030548,0.45766934752464294,-0.025167390704154968,0.4839858412742615,0.39077362418174744,-0.038833409547805786,0.47291940450668335,0.35360538959503174,-0.047960951924324036,0.46171918511390686,0.3232574164867401,-0.05599595606327057,0.46255770325660706,0.4642995297908783,-0.02857373096048832,0.44033628702163696,0.39078420400619507,-0.040441207587718964,0.42739415168762207,0.3505077362060547,-0.04837487265467644,0.414114385843277,0.31871283054351807,-0.0550328865647316,0.437048077583313,0.4894253611564636,-0.03486092761158943,0.3987540900707245,0.43229156732559204,-0.050351403653621674,0.37424778938293457,0.3971182107925415,-0.06445950269699097,0.352835476398468,0.365702748298645,-0.07516536116600037,0.41885051131248474,0.5306916832923889,-0.04340331256389618,0.37630200386047363,0.5169039368629456,-0.061943382024765015,0.3469206690788269,0.5082838535308838,-0.07418312132358551,0.32245808839797974,0.49811241030693054,-0.08295997232198715
Alex_image_five_63.jpg,0.4683779180049896,0.6732691526412964,4.3514992853488366e-07,0.5157813429832458,0.6537454128265381,-0.026274992153048515,0.565884530544281,0.6265495419502258,-0.04680025205016136,0.6105043292045593,0.6078115701675415,-0.0684819296002388,0.647878110408783,0.6065229177474976,-0.08909311890602112,0.5362134575843811,0.505325198173523,-0.013153399340808392,0.5539905428886414,0.4492577314376831,-0.02192705310881138,0.5589836835861206,0.4185742735862732,-0.02413659170269966,0.5610536336898804,0.3988659679889679,-0.02457805909216404,0.5027185082435608,0.4939693510532379,-0.012763054110109806,0.5136927366256714,0.426040381193161,-0.014586237259209156,0.5172877907752991,0.39435821771621704,-0.006564561277627945,0.5207846760749817,0.3712312877178192,0.001706240582279861,0.46940404176712036,0.4997667372226715,-0.017953794449567795,0.45372703671455383,0.4332450330257416,-0.024957427754998207,0.4417583644390106,0.39207133650779724,-0.02283160388469696,0.43452516198158264,0.3579201102256775,-0.018976014107465744,0.4356500804424286,0.5217544436454773,-0.026775550097227097,0.40431320667266846,0.4884665012359619,-0.036692019551992416,0.3829864263534546,0.4660238027572632,-0.03796364739537239,0.3683071434497833,0.44222500920295715,-0.035899315029382706
Alex_image_five_70.jpg,0.5721185207366943,0.5932784080505371,-2.978221971261519e-07,0.597236156463623,0.6574510335922241,-0.10245643556118011,0.6006455421447754,0.6963965892791748,-0.1687757670879364,0.5677773356437683,0.7330088019371033,-0.21608050167560577,0.5269721746444702,0.7596033215522766,-0.26555314660072327,0.577566921710968,0.6138092279434204,-0.18876533210277557,0.5112400650978088,0.6435009837150574,-0.24112197756767273,0.4656575918197632,0.642163872718811,-0.2700194716453552,0.4245304763317108,0.6382483839988708,-0.28775158524513245,0.5500794053077698,0.5981720685958862,-0.15550005435943604,0.4650779366493225,0.6220139861106873,-0.20547893643379211,0.41374605894088745,0.6215651035308838,-0.2360992133617401,0.37616002559661865,0.6127722263336182,-0.26335376501083374,0.5299102663993835,0.5822286605834961,-0.1219005435705185,0.4566221237182617,0.6021943688392639,-0.1661415696144104,0.41266313195228577,0.592748761177063,-0.19217076897621155,0.3814558982849121,0.5873380899429321,-0.2120610475540161,0.5115265846252441,0.5693733096122742,-0.094253771007061,0.46955177187919617,0.5639927983283997,-0.12482933700084686,0.44278162717819214,0.5498589277267456,-0.14067605137825012,0.4186210632324219,0.5365887880325317,-0.156107097864151
Alex_image_five_77.jpg,0.5805355310440063,0.6083786487579346,2.1808996564232075e-07,0.5244956016540527,0.5717889666557312,0.010101511143147945,0.49465370178222656,0.5304039716720581,0.025028597563505173,0.4756351709365845,0.49839460849761963,0.03416667878627777,0.45351114869117737,0.48242729902267456,0.0433647446334362,0.5569251775741577,0.4554392397403717,0.0598873607814312,0.5500838756561279,0.4067816734313965,0.08079647272825241,0.5476353764533997,0.3782515525817871,0.09240833669900894,0.5494572520256042,0.35956650972366333,0.09927203506231308,0.5926353335380554,0.4563608169555664,0.05306676775217056,0.5967289209365845,0.4051434099674225,0.07997139543294907,0.5984592437744141,0.37966179847717285,0.09196599572896957,0.6009922623634338,0.35954034328460693,0.09956561028957367,0.6239763498306274,0.468951940536499,0.04189056530594826,0.6414899230003357,0.4224518835544586,0.055196184664964676,0.6484251618385315,0.3958955705165863,0.05936695262789726,0.6536785364151001,0.3720598518848419,0.06143593788146973,0.6509865522384644,0.49434739351272583,0.030025407671928406,0.6832299828529358,0.46150314807891846,0.032818857580423355,0.7006961703300476,0.4447058439254761,0.03440893813967705,0.715195894241333,0.42575395107269287,0.036587126553058624
Alex_image_four_15.jpg,0.44182178378105164,0.60435551404953,1.9476931356621208e-07,0.4899178147315979,0.5591195821762085,-0.01773321069777012,0.5100110769271851,0.48609375953674316,-0.02227075584232807,0.5160860419273376,0.42908355593681335,-0.025799458846449852,0.5149257183074951,0.391394704580307,-0.02954469807446003,0.45587751269340515,0.412149578332901,-0.02936328947544098,0.4439138174057007,0.32652440667152405,-0.04593367502093315,0.43715596199035645,0.2786521315574646,-0.0551457405090332,0.42671898007392883,0.23786789178848267,-0.06216130405664444,0.42224210500717163,0.42570072412490845,-0.035036783665418625,0.396048903465271,0.34424394369125366,-0.05377892777323723,0.38083595037460327,0.29372987151145935,-0.0682443380355835,0.36295467615127563,0.25210899114608765,-0.07783844321966171,0.39960625767707825,0.4600047469139099,-0.04191674664616585,0.38738512992858887,0.43345320224761963,-0.06797266751527786,0.39336273074150085,0.40894633531570435,-0.08748733997344971,0.3937458097934723,0.38577747344970703,-0.09909014403820038,0.3865082263946533,0.506527841091156,-0.049828313291072845,0.39954495429992676,0.5142906308174133,-0.07564526051282883,0.42184722423553467,0.5225475430488586,-0.08938395977020264,0.43848565220832825,0.5293542742729187,-0.09751228243112564
Alex_image_four_25.jpg,0.6661559343338013,0.8339788913726807,5.034131618231186e-07,0.6136684417724609,0.8129657506942749,-0.05025104805827141,0.5738316178321838,0.7715111970901489,-0.07866649329662323,0.5303855538368225,0.7632887363433838,-0.09631674736738205,0.490927517414093,0.7840483784675598,-0.11412563920021057,0.6438273787498474,0.6586658358573914,-0.0747973695397377,0.59982830286026,0.5714001059532166,-0.09228499233722687,0.5786104798316956,0.5148735642433167,-0.10558265447616577,0.5679001212120056,0.46574220061302185,-0.11426586657762527,0.6718193292617798,0.636379063129425,-0.04954879358410835,0.637466549873352,0.5302301645278931,-0.05906170606613159,0.6257622838020325,0.46727436780929565,-0.06115931272506714,0.6230636239051819,0.4194577634334564,-0.06255747377872467,0.6852630376815796,0.6366041302680969,-0.02449832856655121,0.6383540630340576,0.5883668065071106,-0.027300827205181122,0.6138847470283508,0.596736490726471,-0.027268145233392715,0.6027512550354004,0.6140519380569458,-0.025134878233075142,0.6851009130477905,0.6451442241668701,-0.00373417092487216,0.6477770209312439,0.6159881353378296,-0.006193898152559996,0.6270327568054199,0.6290454268455505,-0.00420686649158597,0.6186648011207581,0.649253785610199,-0.0004260375280864537
Alex_image_four_31.jpg,0.48563170433044434,0.8309469819068909,6.36245147234149e-07,0.5472943186759949,0.8280299305915833,-0.02174476720392704,0.6138316988945007,0.8090264797210693,-0.032631855458021164,0.6717888712882996,0.7922391891479492,-0.04263955354690552,0.7156327366828918,0.7977582216262817,-0.05499082803726196,0.604259729385376,0.6715618371963501,-0.009912589564919472,0.6416633129119873,0.6042963266372681,-0.021366411820054054,0.665536105632782,0.5689746737480164,-0.03107251599431038,0.684281587600708,0.5345209836959839,-0.03906906768679619,0.5648068189620972,0.6434715986251831,-0.01105727069079876,0.58945631980896,0.5647628903388977,-0.02126927673816681,0.607295036315918,0.5206679105758667,-0.029447847977280617,0.6233271956443787,0.4851093888282776,-0.034720953553915024,0.5263035297393799,0.6451529860496521,-0.016129424795508385,0.5236015319824219,0.5655248761177063,-0.03760562464594841,0.5235373973846436,0.5185308456420898,-0.05777175351977348,0.5283182859420776,0.472883939743042,-0.07019995152950287,0.4878270626068115,0.6715007424354553,-0.021958814933896065,0.4871256351470947,0.6413031220436096,-0.042502738535404205,0.48856472969055176,0.6770669221878052,-0.04928933084011078,0.4951198697090149,0.711392343044281,-0.05282911658287048
